type,repo_name,actor_login,created_at
CreateEvent,nhuntwalker/RMP,nhuntwalker,1.426550594E9
CreateEvent,nhuntwalker/RMP,nhuntwalker,1.4265506E9
PushEvent,jradavenport/jradavenport.github.io,jradavenport,1.426553254E9
IssueCommentEvent,eduardrusu/zMstarPDF,drphilmarshall,1.426569852E9
WatchEvent,mwaskom/seaborn,gully,1.426571375E9
PushEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.426571455E9
IssuesEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.426574508E9
IssuesEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.426575853E9
IssueCommentEvent,astropy/astropy-tutorials,adrn,1.426594177E9
PullRequestReviewCommentEvent,astropy/astropy-tutorials,adrn,1.42659445E9
PullRequestReviewCommentEvent,astropy/astropy-tutorials,adrn,1.42659453E9
PullRequestReviewCommentEvent,astropy/astropy-tutorials,adrn,1.426594558E9
IssueCommentEvent,astropy/astropy-tutorials,adrn,1.426595559E9
GollumEvent,jonathansick/jsick_lsst_roadmap,jonathansick,1.426600015E9
GollumEvent,jonathansick/jsick_lsst_roadmap,jonathansick,1.426601454E9
IssueCommentEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426601776E9
IssueCommentEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426601963E9
PullRequestEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426602048E9
PushEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426602049E9
PullRequestEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426602049E9
CreateEvent,adrn/gary,adrn,1.426604298E9
IssueCommentEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426606491E9
PushEvent,jonathansick/m31hst,jonathansick,1.426606918E9
PushEvent,jonathansick/starplex,jonathansick,1.426607061E9
IssuesEvent,drphilmarshall/Pangloss,drphilmarshall,1.426613842E9
PushEvent,drphilmarshall/Pangloss,drphilmarshall,1.426613923E9
PushEvent,drphilmarshall/Pangloss,drphilmarshall,1.426614083E9
IssueCommentEvent,drphilmarshall/Pangloss,drphilmarshall,1.426614154E9
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.426617593E9
IssuesEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.426617593E9
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.42661767E9
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.42661772E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.426619214E9
PushEvent,uwescience/myria,ryanmaas,1.426621712E9
PushEvent,uwescience/myria,ryanmaas,1.426621856E9
PushEvent,uwescience/myria,ryanmaas,1.426621972E9
ForkEvent,astroML/astroML,jonathansick,1.426623027E9
IssueCommentEvent,scikit-learn/scikit-learn,jakevdp,1.426623052E9
PushEvent,jradavenport/pyDIS,jradavenport,1.426623672E9
CreateEvent,uwdb/website,ryanmaas,1.42662429E9
PullRequestEvent,uwdb/website,ryanmaas,1.426624349E9
PushEvent,uwescience/myria,ryanmaas,1.426624586E9
CreateEvent,jonathansick/astroML,jonathansick,1.42662519E9
PullRequestEvent,astroML/astroML,jonathansick,1.426625271E9
GollumEvent,jonathansick/starplex,jonathansick,1.426625395E9
IssueCommentEvent,scikit-learn/scikit-learn,jakevdp,1.426627261E9
IssueCommentEvent,astroML/astroML,jakevdp,1.426627743E9
PullRequestEvent,astroML/astroML,jakevdp,1.426627745E9
PushEvent,astroML/astroML,jakevdp,1.426627746E9
PushEvent,jradavenport/pyDIS,jradavenport,1.426628121E9
DeleteEvent,jonathansick/astroML,jonathansick,1.426628326E9
PushEvent,jradavenport/pyDIS,jradavenport,1.426628988E9
PushEvent,jradavenport/pyDIS,jradavenport,1.426629123E9
CreateEvent,uwdb/website,ryanmaas,1.426630407E9
PullRequestEvent,uwdb/website,ryanmaas,1.426630497E9
IssueCommentEvent,uwdb/website,ryanmaas,1.426630576E9
PushEvent,uwdb/website,ryanmaas,1.426631108E9
PushEvent,jradavenport/pyDIS,jradavenport,1.426631683E9
PushEvent,jradavenport/pyDIS,jradavenport,1.426631852E9
PushEvent,jradavenport/pyDIS,jradavenport,1.426631968E9
IssuesEvent,jradavenport/pyDIS,jradavenport,1.42663214E9
IssueCommentEvent,jradavenport/pyDIS,jradavenport,1.42663214E9
IssueCommentEvent,jradavenport/pyDIS,jradavenport,1.426632173E9
IssuesEvent,jradavenport/pyDIS,jradavenport,1.426632173E9
IssuesEvent,jradavenport/pyDIS,jradavenport,1.426632315E9
IssueCommentEvent,jradavenport/pyDIS,jradavenport,1.426632315E9
IssuesEvent,jradavenport/pyDIS,jradavenport,1.426632325E9
PushEvent,yoachim/pyemoji,yoachim,1.426632905E9
ForkEvent,SimonKrughoff/obs_decam,yalsayyad,1.426633807E9
PushEvent,yalsayyad/obs_decam,yalsayyad,1.426634501E9
PullRequestEvent,SimonKrughoff/obs_decam,yalsayyad,1.426634642E9
IssueCommentEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426636864E9
PullRequestEvent,JuliaAstro/FITSIO.jl,kbarbary,1.42663687E9
PushEvent,JuliaAstro/FITSIO.jl,kbarbary,1.42663687E9
GollumEvent,eduardrusu/zMstarPDF,drphilmarshall,1.426638861E9
IssueCommentEvent,eduardrusu/zMstarPDF,drphilmarshall,1.426639238E9
PushEvent,adrn/gary,adrn,1.42664509E9
PushEvent,adrn/gary,adrn,1.426645555E9
CreateEvent,dhuppenkothen/cygx1class,dhuppenkothen,1.42664575E9
CreateEvent,dhuppenkothen/cygx1class,dhuppenkothen,1.426645768E9
PushEvent,dhuppenkothen/cygx1class,dhuppenkothen,1.426650438E9
PushEvent,dhuppenkothen/cygx1class,dhuppenkothen,1.426650539E9
PushEvent,dhuppenkothen/cygx1class,dhuppenkothen,1.426650564E9
WatchEvent,PeerJ/paper-now,jradavenport,1.426651567E9
PushEvent,adrn/gary,adrn,1.426683039E9
PushEvent,adrn/StreamMorphology,adrn,1.42668304E9
PushEvent,adrn/StreamMorphology,adrn,1.426683184E9
PullRequestReviewCommentEvent,scikit-learn/scikit-learn,jakevdp,1.426683579E9
IssueCommentEvent,scikit-learn/scikit-learn,jakevdp,1.426683633E9
PushEvent,adrn/StreamMorphology,adrn,1.426685562E9
PushEvent,adrn/StreamMorphology,adrn,1.426685621E9
PushEvent,adrn/StreamMorphology,adrn,1.426685656E9
IssueCommentEvent,jradavenport/pyDIS,jradavenport,1.426692803E9
CreateEvent,kbarbary/FITSIO.jl,kbarbary,1.42669382E9
PushEvent,adrn/StreamMorphology,adrn,1.426694233E9
IssueCommentEvent,zooniverse/Lens-Zoo,drphilmarshall,1.426694241E9
PullRequestEvent,JuliaAstro/FITSIO.jl,kbarbary,1.42669435E9
IssueCommentEvent,zooniverse/Lens-Zoo,drphilmarshall,1.426694702E9
PushEvent,kbarbary/FITSIO.jl,kbarbary,1.426695058E9
PushEvent,jradavenport/pyDIS,jradavenport,1.426696867E9
CreateEvent,karenyyng/ElGordo_paper1,karenyyng,1.426699869E9
PushEvent,adrn/gary,adrn,1.426701232E9
PushEvent,adrn/StreamMorphology,adrn,1.426701978E9
PushEvent,adrn/gary,adrn,1.426702065E9
PushEvent,jradavenport/pyDIS,jradavenport,1.426703533E9
CreateEvent,RuthAngus/SIPK2,RuthAngus,1.426704745E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.42670515E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426705355E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426705443E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426705528E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426706382E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426706452E9
IssueCommentEvent,zooniverse/Lens-Zoo,drphilmarshall,1.426706643E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426708719E9
IssueCommentEvent,zooniverse/Lens-Zoo,drphilmarshall,1.426711943E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426712129E9
PushEvent,ivezic/Astr511,ivezic,1.426712489E9
PullRequestEvent,ivezic/Astr511,ivezic,1.426712489E9
PushEvent,jonathansick/sedbot,jonathansick,1.426714389E9
ForkEvent,scikit-learn/scikit-learn,fperez,1.426714487E9
CreateEvent,kbarbary/FITSIO.jl,kbarbary,1.426715601E9
PullRequestEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426716315E9
IssueCommentEvent,scikit-learn/scikit-learn,jakevdp,1.426716976E9
IssuesEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.426718796E9
IssuesEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.426718937E9
IssuesEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.426719206E9
IssuesEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.426719259E9
IssuesEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.426719359E9
IssueCommentEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.426719597E9
IssuesEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.426719597E9
IssuesEvent,jradavenport/pyDIS,jradavenport,1.426720567E9
PushEvent,jradavenport/pyDIS,jradavenport,1.426720904E9
IssuesEvent,jradavenport/pyDIS,jradavenport,1.426720988E9
PushEvent,yalsayyad/obs_decam,yalsayyad,1.426721344E9
PullRequestEvent,SimonKrughoff/obs_decam,yalsayyad,1.426721457E9
IssueCommentEvent,drphilmarshall/PS1QLS,drphilmarshall,1.426722299E9
IssueCommentEvent,drphilmarshall/PS1QLS,drphilmarshall,1.426722333E9
PushEvent,karenyyng/ElGordo_paper1,karenyyng,1.426727688E9
PushEvent,dhuppenkothen/cygx1class,dhuppenkothen,1.426734069E9
PushEvent,patti/ast597b,patti,1.426735064E9
PushEvent,dhuppenkothen/cygx1class,dhuppenkothen,1.426738237E9
PushEvent,jradavenport/pyDIS,jradavenport,1.426740858E9
PushEvent,jradavenport/pyDIS,jradavenport,1.426746719E9
PushEvent,uwescience/myria,ryanmaas,1.426747187E9
PushEvent,jradavenport/spectra,jradavenport,1.426748643E9
WatchEvent,mozilla/pdf.js,jonathansick,1.42676905E9
PushEvent,jonathansick/astroML,jonathansick,1.426773628E9
PushEvent,jonathansick/sedbot,jonathansick,1.426777034E9
PushEvent,karenyyng/ElGordo_paper1,karenyyng,1.426777717E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426779234E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426782056E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426785161E9
WatchEvent,crawfordsm/pyspectrograph,jradavenport,1.426785692E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426787364E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426787947E9
ForkEvent,imcgreer/simqso,yalsayyad,1.426788733E9
PushEvent,davidwhogg/HoneyComb,RuthAngus,1.426791646E9
PushEvent,karenyyng/ElGordo_paper1,karenyyng,1.426794188E9
PushEvent,adrn/StreamMorphology,adrn,1.426797458E9
PushEvent,jradavenport/spectra,jradavenport,1.42680078E9
PushEvent,adrn/StreamMorphology,adrn,1.426801406E9
PushEvent,adrn/StreamMorphology,adrn,1.426801567E9
PushEvent,jradavenport/spectra,jradavenport,1.426801592E9
PushEvent,adrn/StreamMorphology,adrn,1.426801666E9
PushEvent,adrn/StreamMorphology,adrn,1.426801756E9
PushEvent,drphilmarshall/snpgm,drphilmarshall,1.426801962E9
IssueCommentEvent,wmorning/EvilLens,drphilmarshall,1.426809136E9
PushEvent,uwssg/LSST-Tutorials,rhiannonlynne,1.426809561E9
IssuesEvent,timstaley/drive-casa,drphilmarshall,1.426809752E9
PushEvent,jradavenport/spectra,jradavenport,1.426811589E9
PushEvent,dhuppenkothen/cygx1class,dhuppenkothen,1.426814134E9
PushEvent,adrn/StreamMorphology,adrn,1.426815287E9
PushEvent,adrn/StreamMorphology,adrn,1.426815934E9
PushEvent,drphilmarshall/snpgm,drphilmarshall,1.426818502E9
IssueCommentEvent,kbarbary/snpgm,drphilmarshall,1.42681855E9
PushEvent,drphilmarshall/snpgm,drphilmarshall,1.42681882E9
IssueCommentEvent,kbarbary/snpgm,kbarbary,1.426819177E9
PushEvent,drphilmarshall/snpgm,drphilmarshall,1.426819247E9
IssuesEvent,kbarbary/snpgm,drphilmarshall,1.426819565E9
IssueCommentEvent,kbarbary/snpgm,drphilmarshall,1.426819565E9
IssueCommentEvent,kbarbary/snpgm,drphilmarshall,1.42681966E9
PushEvent,drphilmarshall/snpgm,drphilmarshall,1.426819882E9
PushEvent,uwescience/myria,ryanmaas,1.426820525E9
GollumEvent,jonathansick/jsick_lsst_roadmap,jonathansick,1.426821222E9
IssuesEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.426823173E9
PushEvent,uwescience/myria,ryanmaas,1.426824653E9
PushEvent,uwescience/myria,ryanmaas,1.42682728E9
PushEvent,uwescience/myria,ryanmaas,1.426828029E9
PushEvent,uwescience/myria,ryanmaas,1.426828425E9
PushEvent,uwescience/myria,ryanmaas,1.426829757E9
PushEvent,jradavenport/spectra,jradavenport,1.426829834E9
PushEvent,uwescience/myria,ryanmaas,1.426830328E9
GollumEvent,jonathansick/jsick_lsst_roadmap,jonathansick,1.426831467E9
PushEvent,uwssg/LSST-Tutorials,rhiannonlynne,1.426833603E9
PushEvent,uwescience/myria,ryanmaas,1.426834628E9
ForkEvent,joequant/iraf,jradavenport,1.426836903E9
PushEvent,wilmatrick/galpy,wilmatrick,1.42684829E9
PushEvent,wilmatrick/galpy,wilmatrick,1.426848867E9
PushEvent,wilmatrick/galpy,wilmatrick,1.426851468E9
PushEvent,adrn/dotfiles,adrn,1.426860438E9
IssuesEvent,kbarbary/snpgm,drphilmarshall,1.426862607E9
PushEvent,drphilmarshall/snpgm,drphilmarshall,1.426862735E9
WatchEvent,getify/You-Dont-Know-JS,jonathansick,1.426863113E9
GollumEvent,jonathansick/jsick_lsst_roadmap,jonathansick,1.426863518E9
IssueCommentEvent,timstaley/drive-casa,drphilmarshall,1.426863944E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.42686407E9
WatchEvent,nathanford/widowtamer,jonathansick,1.426866878E9
IssueCommentEvent,kbarbary/snpgm,drphilmarshall,1.426867001E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426867334E9
IssueCommentEvent,kbarbary/snpgm,rbiswas4,1.426867983E9
CommitCommentEvent,drphilmarshall/snpgm,rbiswas4,1.42686855E9
IssueCommentEvent,kbarbary/snpgm,rbiswas4,1.426869341E9
PushEvent,jradavenport/spectra,jradavenport,1.426870534E9
PushEvent,jonathansick/sedbot,jonathansick,1.426871061E9
CommitCommentEvent,drphilmarshall/snpgm,drphilmarshall,1.426872545E9
IssueCommentEvent,kbarbary/snpgm,rbiswas4,1.426872915E9
IssuesEvent,dfm/thesis,davidwhogg,1.426873223E9
PushEvent,karenyyng/MyPhDThesis,karenyyng,1.426873948E9
PushEvent,adrn/StreamMorphology,adrn,1.426878635E9
PushEvent,dhuppenkothen/cygx1class,dhuppenkothen,1.426880204E9
MemberEvent,dhuppenkothen/cygx1class,dhuppenkothen,1.426880238E9
IssueCommentEvent,cpadavis/strongcnn,drphilmarshall,1.426894524E9
IssueCommentEvent,cpadavis/strongcnn,drphilmarshall,1.426894618E9
IssueCommentEvent,kbarbary/snpgm,drphilmarshall,1.426894664E9
PushEvent,jradavenport/spectra,jradavenport,1.426897115E9
PushEvent,jradavenport/spectra,jradavenport,1.426897151E9
IssueCommentEvent,kbarbary/snpgm,kbarbary,1.426899956E9
IssueCommentEvent,kbarbary/snpgm,kbarbary,1.426900086E9
PushEvent,karenyyng/george,karenyyng,1.426953922E9
PushEvent,karenyyng/george,karenyyng,1.426955467E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.426955988E9
PushEvent,dhuppenkothen/cygx1class,dhuppenkothen,1.426956659E9
IssueCommentEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426960232E9
IssueCommentEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426960287E9
PushEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426960548E9
PullRequestEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426960548E9
PullRequestEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426960548E9
DeleteEvent,kbarbary/FITSIO.jl,kbarbary,1.426960559E9
DeleteEvent,kbarbary/FITSIO.jl,kbarbary,1.426960589E9
IssueCommentEvent,JuliaAstro/FITSIO.jl,kbarbary,1.426962007E9
IssuesEvent,dfm/thesis,davidwhogg,1.42696264E9
IssuesEvent,dfm/thesis,davidwhogg,1.426962658E9
IssuesEvent,dfm/thesis,davidwhogg,1.426962687E9
PushEvent,adrn/StreamMorphology,adrn,1.426970686E9
PushEvent,adrn/StreamMorphology,adrn,1.426971713E9
PushEvent,adrn/StreamMorphology,adrn,1.426971966E9
CreateEvent,davidwhogg/DataAnalysisSchool,davidwhogg,1.426972821E9
MemberEvent,davidwhogg/DataAnalysisSchool,davidwhogg,1.426972847E9
IssuesEvent,davidwhogg/DataAnalysisSchool,davidwhogg,1.426972877E9
IssuesEvent,davidwhogg/DataAnalysisSchool,davidwhogg,1.426972904E9
IssuesEvent,davidwhogg/DataAnalysisSchool,davidwhogg,1.426972926E9
WatchEvent,naholyr/github-todos,jonathansick,1.426973159E9
PushEvent,davidwhogg/DataAnalysisSchool,davidwhogg,1.426973912E9
PushEvent,uwssg/LSST-Tutorials,rhiannonlynne,1.426980126E9
PushEvent,jradavenport/spectra,jradavenport,1.426982637E9
PushEvent,patti/ast597b,patti,1.426984717E9
PullRequestEvent,mjuric/ast597b,patti,1.42698479E9
PullRequestEvent,mjuric/ast597b,patti,1.426984847E9
PushEvent,jradavenport/jradavenport.github.io,jradavenport,1.426985087E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.426999216E9
IssueCommentEvent,astroML/astroML,jakevdp,1.427030005E9
PullRequestEvent,astroML/astroML,jakevdp,1.427030009E9
PushEvent,astroML/astroML,jakevdp,1.427030009E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427033158E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427033335E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427033408E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.4270335E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427033613E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427033678E9
GollumEvent,jonathansick/jsick_lsst_roadmap,jonathansick,1.427034224E9
GollumEvent,jonathansick/jsick_lsst_roadmap,jonathansick,1.427034266E9
GollumEvent,jonathansick/jsick_lsst_roadmap,jonathansick,1.427034292E9
GollumEvent,jonathansick/jsick_lsst_roadmap,jonathansick,1.427035444E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427056316E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427056612E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427056638E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427056679E9
PushEvent,jradavenport/jradavenport.github.io,jradavenport,1.42705776E9
IssueCommentEvent,JuliaAstro/FITSIO.jl,kbarbary,1.427062465E9
IssueCommentEvent,JuliaAstro/FITSIO.jl,kbarbary,1.427064105E9
PushEvent,bccp/website,kbarbary,1.427066262E9
IssueCommentEvent,JuliaAstro/WCSLIB.jl,kbarbary,1.427067016E9
PushEvent,adrn/StreamMorphology,adrn,1.42706818E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427075227E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427075647E9
PushEvent,adrn/snippets,adrn,1.427081633E9
PushEvent,JuliaAstro/FITSIO.jl,kbarbary,1.42708379E9
IssueCommentEvent,JuliaAstro/FITSIO.jl,kbarbary,1.427083854E9
IssuesEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.42708408E9
ForkEvent,rhiever/Data-Analysis-and-Machine-Learning-Projects,yoachim,1.427084263E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427084566E9
IssuesEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.427088329E9
PushEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.427088329E9
IssueCommentEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.427088384E9
IssuesEvent,drphilmarshall/SpaceWarps,drphilmarshall,1.427088384E9
ForkEvent,AstroHackWeek/2015,kbarbary,1.427088995E9
PushEvent,kbarbary/2015,kbarbary,1.427089544E9
PullRequestEvent,AstroHackWeek/2015,kbarbary,1.427090479E9
CreateEvent,jradavenport/appaloosa,jradavenport,1.427092968E9
PushEvent,jradavenport/appaloosa,jradavenport,1.427094233E9
PushEvent,jradavenport/appaloosa,jradavenport,1.427095265E9
PushEvent,wilmatrick/galpy,wilmatrick,1.427118863E9
IssueCommentEvent,JuliaAstro/FITSIO.jl,kbarbary,1.427123303E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427126933E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427127555E9
PushEvent,karenyyng/karenyyng.github.io,karenyyng,1.427134819E9
IssueCommentEvent,kbarbary/snpgm,drphilmarshall,1.427138057E9
IssueCommentEvent,kbarbary/snpgm,drphilmarshall,1.427138117E9
CreateEvent,AstroHackWeek/2014,kbarbary,1.427138211E9
PushEvent,AstroHackWeek/2014,kbarbary,1.427138929E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427139756E9
ForkEvent,astronomy-software-index/2015-workshop,jonathansick,1.427140986E9
PushEvent,jonathansick/2015-workshop,jonathansick,1.427141156E9
PullRequestEvent,astronomy-software-index/2015-workshop,jonathansick,1.427141195E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427145539E9
GollumEvent,jonathansick/jsick_lsst_roadmap,jonathansick,1.427146075E9
PushEvent,jradavenport/appaloosa,jradavenport,1.427147662E9
ForkEvent,mfouesneau/ezpadova,jonathansick,1.427147744E9
PushEvent,karenyyng/george,karenyyng,1.427149972E9
IssueCommentEvent,kbarbary/Dierckx.jl,kbarbary,1.427150336E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427151421E9
PushEvent,karenyyng/karenyyng.github.io,karenyyng,1.427152173E9
PushEvent,karenyyng/karenyyng.github.io,karenyyng,1.427152268E9
IssueCommentEvent,kbarbary/Dierckx.jl,kbarbary,1.42715375E9
PullRequestEvent,kbarbary/Dierckx.jl,kbarbary,1.427153761E9
PushEvent,kbarbary/Dierckx.jl,kbarbary,1.427153761E9
WatchEvent,pypa/sampleproject,jonathansick,1.427154584E9
CreateEvent,kbarbary/Dierckx.jl,kbarbary,1.427154748E9
PushEvent,kbarbary/Dierckx.jl,kbarbary,1.427154748E9
PushEvent,kbarbary/METADATA.jl,kbarbary,1.427154765E9
PullRequestEvent,JuliaLang/METADATA.jl,kbarbary,1.427154915E9
PushEvent,jradavenport/jradavenport.github.io,jradavenport,1.42715583E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427157352E9
PullRequestEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427157398E9
PullRequestEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427157426E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427157427E9
PushEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.427157454E9
IssuesEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.427157454E9
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.427157541E9
IssuesEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.42715782E9
PushEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.42715803E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427158774E9
PullRequestEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427159069E9
PullRequestEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427159075E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427159075E9
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.427159426E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427159655E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427159987E9
IssueCommentEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427161623E9
IssuesEvent,rbiswas4/SNIacatalogs,rbiswas4,1.427161626E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427163031E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427163163E9
PushEvent,karenyyng/karenyyng.github.io,karenyyng,1.427163469E9
CreateEvent,yoachim/yoachim.github.io,yoachim,1.427166487E9
CreateEvent,yoachim/yoachim.github.io,yoachim,1.427166591E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427166825E9
PushEvent,yoachim/Data-Analysis-and-Machine-Learning-Projects,yoachim,1.427173162E9
PushEvent,jradavenport/appaloosa,jradavenport,1.427180776E9
PushEvent,wilmatrick/DynamicsPaper1,wilmatrick,1.427184067E9
IssuesEvent,wilmatrick/DynamicsPaper1,wilmatrick,1.42718442E9
IssueCommentEvent,wilmatrick/DynamicsPaper1,wilmatrick,1.42718442E9
IssuesEvent,wilmatrick/DynamicsPaper1,wilmatrick,1.427184516E9
IssueCommentEvent,wilmatrick/DynamicsPaper1,wilmatrick,1.427184516E9
PushEvent,wilmatrick/DynamicsPaper1,wilmatrick,1.427194728E9
CreateEvent,AstroHackWeek/2014,kbarbary,1.42720736E9
CreateEvent,AstroHackWeek/2014,kbarbary,1.427207493E9
CreateEvent,AstroHackWeek/2014,kbarbary,1.427207493E9
PushEvent,AstroHackWeek/blog,kbarbary,1.427207648E9
PushEvent,AstroHackWeek/blog,kbarbary,1.427207676E9
PushEvent,AstroHackWeek/blog,kbarbary,1.427207903E9
GollumEvent,jonathansick/jsick_lsst_roadmap,jonathansick,1.427208231E9
WatchEvent,Khan/KaTeX,jonathansick,1.42720826E9
PushEvent,AstroHackWeek/2014,kbarbary,1.427208895E9
PushEvent,AstroHackWeek/2014,kbarbary,1.427208911E9
PushEvent,AstroHackWeek/astrohackweek.github.io,kbarbary,1.427209395E9
PullRequestEvent,AstroHackWeek/astrohackweek.github.io,kbarbary,1.427209395E9
PushEvent,AstroHackWeek/astrohackweek.github.io,kbarbary,1.427209395E9
PushEvent,AstroHackWeek/astrohackweek.github.io,kbarbary,1.427210108E9
GollumEvent,jonathansick/jsick_lsst_roadmap,jonathansick,1.427210283E9
PushEvent,AstroHackWeek/blog,kbarbary,1.427211028E9
PushEvent,AstroHackWeek/2014,kbarbary,1.42721115E9
DeleteEvent,AstroHackWeek/astrohackweek.github.io,kbarbary,1.427211365E9
PushEvent,dhuppenkothen/UTools,dhuppenkothen,1.427212916E9
PushEvent,jonathansick/padova,jonathansick,1.427213046E9
WatchEvent,mfouesneau/ezpadova,jradavenport,1.427215472E9
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.427218156E9
PushEvent,jradavenport/spectra,jradavenport,1.4272239E9
PushEvent,dhuppenkothen/RXTEAnalysis,dhuppenkothen,1.427224839E9
PushEvent,RuthAngus/K2rotation,RuthAngus,1.427224954E9
PushEvent,AstroHackWeek/astrohackweek.github.io,jakevdp,1.42723098E9
PushEvent,AstroHackWeek/astrohackweek.github.io,jakevdp,1.427231426E9
PushEvent,AstroHackWeek/astrohackweek.github.io,jakevdp,1.427231634E9
PushEvent,JuliaAstro/FITSIO.jl,kbarbary,1.427232767E9
PushEvent,karenyyng/george,karenyyng,1.427233687E9
PushEvent,karenyyng/george,karenyyng,1.427235635E9
WatchEvent,karenyyng/george,karenyyng,1.427235779E9
WatchEvent,audreyr/cookiecutter,jonathansick,1.427235978E9
